ALFABETA;"PRINCIPIO ACTIVO";"MARCA COMERCIAL";PRESENTACION;LABORATORIO;"PVP PAMI AL 30/04/2021";COBERTURA;"IMPORTE AFILIADO"
50010;cistina+asoc.;RECUPEL;"comp.x 60";Cassará;1318.8;50;659.4
36632;clindamicina;CLIDAN;"gel dérm.x 15 g";Cassará;256.53;60;102.61
39205;clindamicina+benzoílo.peróxido;"CLIDAN B";"gel x 30 g";Cassará;459.59;50;229.8
32425;clotrimazol;MICOSEP;"pasta dérm.x 30 g";Cassará;219.76;50;109.88
50517;fluconazol;FLUCODERM;"150 mg comp.ran.x 4";Cassará;694.96;50;347.48
46726;fluticasona;FLUTICORT;"125 mcg aer.HFA x 120ds.";Cassará;1060.8;80;212.16
46727;fluticasona;FLUTICORT;"250 mcg aer.HFA x 120ds.";Cassará;1367.12;80;273.42
45636;fluticasona;FLUTICORT;"50 mcg spray nas.x 60 ds";Cassará;390.9;80;78.18
48169;fluticasona+salmeterol;"FLUTIVENT HFA";"125/25 mcg dosis x 120";Cassará;1333.05;60;533.22
48156;fluticasona+salmeterol;"FLUTIVENT HFA";"125/25 mcg dosis x 60";Cassará;643.42;60;257.37
48681;fluticasona+salmeterol;"FLUTIVENT+AEROMED HFA";"125/25mcg ds.x150+espac.";Cassará;1556.39;60;622.56
47968;fluticasona+salmeterol;"FLUTIVENT HFA";"250/25 mcg dosis x 120";Cassará;1505.34;60;602.14
47680;fluticasona+salmeterol;"FLUTIVENT HFA";"250/25 mcg dosis x 60";Cassará;678.24;60;271.3
26106;fusídico.ác.;FUSIMED;"2% cr.x 15 g";Cassará;262.18;60;104.87
24362;fusídico.ác.+betametasona;"FUSIMED B OTONASAL";"emuls.x 15 g";Cassará;397.47;50;198.74
23064;fusídico.ác.+betametasona;"FUSIMED B";"emuls.x 50 g";Cassará;614.57;50;307.29
24231;hidrocortisona;ALFACORT;"1% cr.x 30 g";Cassará;265.92;50;132.96
24232;hidrocortisona;ALFACORT;"1% emuls.x 100 ml";Cassará;669.58;50;334.79
26462;hidrocortisona;ALFACORT;"1% emuls.x 15 ml";Cassará;191.56;50;95.78
25126;hidrocortisona;"ALFACORT UNIDOSIS";"env.x 20 unidosis";Cassará;456.76;50;228.38
42288;imiquimod;MODULCASS;"5% cr.derm.x 3 g";Cassará;576.62;50;288.31
47471;ipratropio.bromuro;AEROTROP;"aer.HFA x 250 ds";Cassará;589.35;60;235.74
38201;ipratropio.bromuro;AEROTROP;"sol.neb.x24 unid.x 2.5ml";Cassará;591.67;60;236.67
44319;ipratropio.bromuro;AEROTROP;"spray nasal x 120 dosis";Cassará;354.43;60;141.77
46257;itraconazol;"ITRAC 200";"caps.x 14";Cassará;1468.7;50;734.35
31806;itraconazol;"ITRAC 100";"caps.x 15";Cassará;803.12;50;401.56
50388;ivermectina;LICEND;"0.5% locion x 60 g.";Cassará;404.45;50;202.23
55470;ivermectina;IVERCASS;"comp.x 4";Cassará;583.49;50;291.75
55128;ivermectina;IVERCASS;"sol.oral gtas.x 20 ml";Cassará;718.31;50;359.16
50948;ketoconazol;"EUMICEL COLAGENO";"2% shamp.x 120 ml";Cassará;477.27;50;238.64
24230;loratadina+betametasona;"SINALER B";"comp.x 20";Cassará;367.07;50;183.54
34506;loratadina+betametasona;"SINALER B";"jbe.x 50 ml";Cassará;237.09;50;118.55
42043;loratadina+pseudoefedrina;"SINALER D";"caps.x 10";Cassará;524.18;50;262.09
38357;metronidazol;METRAL;"1% cr.x 30 g";Cassará;370.9;50;185.45
50925;mometasona;SUAVICORT;"spray nasal x 150 ds.";Cassará;952.72;50;476.36
51003;"mometasona furoato";SUAVICORT;"cr.x 20 g";Cassará;476.33;50;238.17
56081;moxifloxacina;MOXIBASE;"400 mg comp.rec.x 10";Cassará;1194.45;80;238.89
12536;"nafazolina+cromoglicato disódico";RINOGEL;"gel nasal x 15 ml";Cassará;263.65;50;131.83
40235;nicotina;NIUX;"spray nasal x 200 ds.";Cassará;1018.91;50;509.46
22487;ofloxacina;OTOFLOX;"gts.óticas x 10 ml";Cassará;463.69;60;185.48
43788;oximetazolina;"OXILER D";"spray x 10 ml";Cassará;399.43;50;199.72
18640;podofilox;PODOXIN;"sol.tópica x 3.5 ml";Cassará;495.05;50;247.53
2029;prednisolona+cloramfenicol;ESODAR;"susp.est.x 10 ml";Cassará;280;50;140
49806;ribosomas+proteoglicanos;"SUMMAVAC R";"comp.x 12";Cassará;1769.74;50;884.87
47141;salbutamol;"SALBUTRAL C/AEROMED";"aer.HFA x 250 dosis";Cassará;557.57;80;111.51
45496;salbutamol;SALBUTRAL;"aer.x 250 dosis";Cassará;348.54;80;69.71
39858;salbutamol+beclometasona;"BUTOCORT HFA";"aer.x 250 dosis";Cassará;416.78;80;83.36
49159;salbutamol+ipratropio.br.;"SALBUTRAL AC HFA";"aer.x 250 dosis";Cassará;678.24;60;271.3
38474;salbutamol+ipratropio.br.;"SALBUTRAL AC";sol.p/neb.unid.x24x2.5ml;Cassará;576.04;60;230.42
53492;salicílico.ác.;"VERRUKID PEDIATRICO";"gel líq.x 10 g";Cassará;457.09;50;228.55
21229;sodio.carbonato;"OTOCLEAN GOTAS OTICAS";"gts.óticas x 10 ml";Cassará;229.72;50;114.86
28233;sodio.cloruro;HYPERSOL;"3% spray nasal x 25 ml";Cassará;272.52;50;136.26
48821;sodio.cloruro;"HYPERSOL NEBU";"sol.neb.unids.estér.x 12";Cassará;739.21;50;369.61
29640;sodio.cloruro;"HYPERSOL UNIDOSIS";"unidosis estériles x 25";Cassará;293.01;50;146.51
50680;sodio.cloruro+carragenina;NASITRAL;"spray nasal est. x 10ml";Cassará;507.19;50;253.6
37950;sodio.cloruro+xilitol;XYLISOL;"spray nasal x 25 ml";Cassará;366.47;50;183.24
26252;tretinoína;"NEOTRETIN D";"0.005% cr.x 30 g";Cassará;400.96;50;200.48
26253;tretinoína;"NEOTRETIN M";"0.025% cr.x 30 g";Cassará;439.33;50;219.67
26254;tretinoína;"NEOTRETIN F";"0.050% cr.x 30 g";Cassará;493.36;50;246.68
2072;"vacuna polimicrob.polimicót.";"SUMMAVAC M";"iny.a.x 8";Cassará;1404.25;50;702.13
2073;"vacuna polimicrob.polimicót.";"SUMMAVAC P";"iny.a.x 8";Cassará;1473.07;50;736.54
12258;alprazolam;BESTROL;"0.5 mg comp.x 20";Cetus;157.12;50;78.56
19676;alprazolam;BESTROL;"0.5 mg comp.x 40";Cetus;264.35;50;132.18
13402;alprazolam;BESTROL;"0.5 mg comp.x 60";Cetus;359.15;50;179.58
12259;alprazolam;BESTROL;"1 mg comp.x 20";Cetus;266.98;50;133.49
19677;alprazolam;BESTROL;"1 mg comp.x 40";Cetus;427.82;50;213.91
13403;alprazolam;BESTROL;"1 mg comp.x 60";Cetus;597.21;50;298.61
2164;bametano+asoc.;FLAVAL;"comp.x 30";Cetus;1438.16;50;719.08
2165;bametano+asoc.;FLAVAL;"comp.x 60";Cetus;2809.98;50;1404.99
46518;butamirato.citrato;"PROKING NF";"jbe.x 120 ml";Cetus;563.74;50;281.87
33080;cetirizina;"CETIRIZINA CETUS";"comp.x 10";Cetus;373.87;50;186.94
2171;dehidrocólico.ác.+asoc.;ZIMEROL;"comp.rec.x 45";Cetus;1232.4;50;616.2
11100;dexclorfeniramina;AFEME;"comp.x 20";Cetus;357.75;50;178.88
10881;diazepam;CUADEL;"10 mg comp.x 20";Cetus;323.09;50;161.55
10880;diazepam;CUADEL;"5 mg comp.x 20";Cetus;244.96;50;122.48
2139;"diclofenac sódico+orfenadrina";BELMALEN;"comp.rec.x 20";Cetus;736.8;50;368.4
47795;domperidona;KINETIDOM;"comp.x 20";Cetus;339.92;50;169.96
41185;glucosamina;"BELMALEN PLUS";"sob.x 30";Cetus;1423.01;50;711.51
2169;levoglutamina+vit.b6+asoc.;TUAPLEX;"comp.x 50";Cetus;1848.51;50;924.26
20312;loperamida;IONET;"comp.x 10";Cetus;287.3;50;143.65
51529;mazindol;"FAGOLIP PLUS";"comp.x 30";Cetus;1215.95;50;607.98
2142;metoclopramida+asoc.;"BITECAIN A.A.";"comp.x 20";Cetus;763.91;50;381.96
2135;pancreatina+asoc.;"ARNOL 720-T";"comp.rec.x 30";Cetus;1045.02;50;522.51
2136;pancreatina+asoc.;"ARNOL 720-T";"comp.rec.x 60";Cetus;2058.33;50;1029.17
2148;paracetamol+difenhidramina+asoc.;"CORIZINA CETUS";"grag.x 12";Cetus;363.1;50;181.55
23736;sertralina;BICROMIL;"100 mg comp.x 30";Cetus;566.37;50;283.19
23735;sertralina;BICROMIL;"50 mg comp.x 30";Cetus;1091.96;50;545.98
14944;simeticona;"SIMETICONA CETUS";"comp.x 20";Cetus;291.49;50;145.75
2155;sodio.picosulfato;"DAGOL CETUS";"comp.x 20";Cetus;315.39;50;157.7
2156;sodio.picosulfato;"DAGOL CETUS";"gts.x 15 ml";Cetus;261.29;50;130.65
51142;allopurinol;"ALLOPURINOL 100 CRAVERI";"100 mg comp.x 30";Craveri;189.46;60;75.78
51143;allopurinol;"ALLOPURINOL 100 CRAVERI";"100 mg comp.x 60";Craveri;329.73;60;131.89
40472;allopurinol;"ALLOPURINOL CRAVERI RETARD";"300 mg comp.lib.prol.x20";Craveri;408.67;60;163.47
40473;allopurinol;"ALLOPURINOL CRAVERI RETARD";"300 mg comp.lib.prol.x50";Craveri;740.16;60;296.06
9125;allopurinol;"ALLOPURINOL 300 CRAVERI";"300 mg comp.x 20";Craveri;327.56;60;131.02
48994;allopurinol;"ALLOPURINOL 300 CRAVERI";"300 mg comp.x 30";Craveri;423.53;60;169.41
9126;allopurinol;"ALLOPURINOL 300 CRAVERI";"300 mg comp.x 40";Craveri;520.79;60;208.32
48995;allopurinol;"ALLOPURINOL 300 CRAVERI";"300 mg comp.x 60";Craveri;641.41;60;256.56
32957;alprazolam+domperidona+asoc.;"ANSIELIX DIGEST";"comp.x 30";Craveri;516.86;50;258.43
41769;amitriptilina;TRYPTALGIN;"10 mg comp.rec.x 30";Craveri;312.89;50;156.45
41770;amitriptilina;TRYPTALGIN;"25 mg comp.rec.x 30";Craveri;369.99;50;185
41771;amitriptilina;TRYPTALGIN;"75 mg comp.rec.x 30";Craveri;747.36;50;373.68
32961;atorvastatín;PLAN;"10 mg comp.x 30";Craveri;1363.62;80;272.72
32962;atorvastatín;PLAN;"20 mg comp.x 30";Craveri;2145.73;80;429.15
41058;atorvastatín+ezetimibe;"PLAN DUO";"10/10mg comp.x 60(30+30)";Craveri;1434.03;50;717.02
41059;atorvastatín+ezetimibe;"PLAN DUO";"10/20mg comp.x 60(30+30)";Craveri;2075.75;50;1037.88
51352;betametasona+gentamic.+miconazol;"DERMA 3";"cr.x 20 g";Craveri;538.87;50;269.44
37799;carvedilol;"ANTIBLOC 12.5";"12.5 mg comp.x 30";Craveri;543.62;60;217.45
37800;carvedilol;"ANTIBLOC 25";"25 mg comp.x 30";Craveri;667.4;60;266.96
37798;carvedilol;"ANTIBLOC 6.25";"6.25 mg comp.x 30";Craveri;428.69;60;171.48
42640;cilostazol;"CILAAL 100";"100 mg comp.x 30";Craveri;1359.95;60;543.98
42639;cilostazol;"CILAAL 50";"50 mg comp.x 30";Craveri;682.56;60;273.02
52561;clopidogrel;DANIR;"75 mg comp.x 30";Craveri;1534.19;50;767.1
22468;cumarina;"ESBERIVEN EMULSION";"env.x 70 g";Craveri;1121.62;50;560.81
8959;cumarina+troxerrutina;"ESBERIVEN DEPOT";"grag.x 100";Craveri;2165.45;50;1082.73
9777;cumarina+troxerrutina;"ESBERIVEN DEPOT";"grag.x 20";Craveri;611.96;50;305.98
2400;cumarina+troxerrutina;"ESBERIVEN DEPOT";"grag.x 50";Craveri;1388.98;50;694.49
47786;desogestrel;PINK;"comp.rec.x 28";Craveri;547.45;50;273.73
51186;diosmina;"DIOSMIN CREMA";"pomo x 30 g";Craveri;531.24;50;265.62
52849;diosmina;"DIOSMIN CREMA";"pomo x 90 g";Craveri;1090.17;50;545.09
46705;"diosmina+hesperidina micronizada";DIOSMIN;"comp.rec.x 100";Craveri;2483.29;50;1241.65
41060;"diosmina+hesperidina micronizada";DIOSMIN;"comp.x 30";Craveri;986.09;50;493.05
41061;"diosmina+hesperidina micronizada";DIOSMIN;"comp.x 60";Craveri;1814.55;50;907.28
51937;"doxilamina succinato+asoc.";TONVAL;"10/10 mg cáps.x 30";Craveri;1125.29;50;562.65
54429;etoricoxib;ETOREX;"120 mg comp.x 7";Craveri;701.18;50;350.59
54426;etoricoxib;ETOREX;"60 mg comp.x 28";Craveri;1550.12;50;775.06
54427;etoricoxib;ETOREX;"90 mg comp.x 14";Craveri;1095.8;50;547.9
54428;etoricoxib;ETOREX;"90 mg comp.x 28";Craveri;1951.5;50;975.75
35060;"fenofibrato micronizado";CRAVERIL;"comp.rec.x 30";Craveri;1411.28;60;564.51
51311;fenofíbrico.ác.;"CRAVERIL XR";"135 mg caps.lib.prol.x30";Craveri;1351.65;60;540.66
51310;fenofíbrico.ác.;"CRAVERIL XR";"45 mg caps.lib.prol.x 30";Craveri;1146.55;60;458.62
1341;fenolftaleína+asoc.;GENOLAXANTE;"grag.x 30";Craveri;326.32;50;163.16
9291;fenolftaleína+asoc.;GENOLAXANTE;"grag.x 50";Craveri;476.67;50;238.34
53803;fluconazol;FLUCONAL;"150 mg comp.x 2";Craveri;507.38;50;253.69
53804;fluconazol;FLUCONAL;"150 mg comp.x 4";Craveri;828.24;50;414.12
33458;gabapentin;LOGISTIC;"300 mg comp.rec.x 30";Craveri;1302.92;60;521.17
33398;gabapentin;LOGISTIC;"300 mg comp.rec.x 60";Craveri;2337.9;60;935.16
36647;gabapentin;LOGISTIC;"600 mg comp.rec.x 30";Craveri;1601.48;60;640.59
31778;glibenclamida;BENCLAMID;"5 mg comp.x 30";Craveri;257.78;100;0
31779;glibenclamida;BENCLAMID;"5 mg comp.x 60";Craveri;477.76;100;0
47349;gliclazida;"TRADON MR";"30mg comp.lib.modif.x 30";Craveri;511.74;100;0
47350;gliclazida;"TRADON MR";"30mg comp.lib.modif.x 60";Craveri;1002.82;100;0
48802;gliclazida;"TRADON 60 MR";"60mg comp.lib.modif.x 30";Craveri;951.54;100;0
48803;gliclazida;"TRADON 60 MR";"60mg comp.lib.modif.x 60";Craveri;1856.48;100;0
24790;glimepiride;ISLOPIR;"2 mg comp.x 30";Craveri;549.26;100;0
24794;glimepiride;ISLOPIR;"4 mg comp.x 30";Craveri;1082.4;100;0
42347;heparina;HEPATRIET;"gel tópico x 60 g";Craveri;1020.78;60;408.31
47164;ibandrónico.ác.;TABTIL;"comp.rec.x 1";Craveri;1380.28;50;690.14
47165;ibandrónico.ác.;TABTIL;"comp.rec.x 3";Craveri;2184.31;50;1092.16
17926;lactulosa;GENOCOLAN;"jbe.x 120 ml";Craveri;332.5;50;166.25
35841;meloxicam;DOMINADOL;"15 mg comp.x 20";Craveri;808.57;50;404.29
47850;metformina;"ISLOTIN XR 1000";"1000 mg comp.rec.AP x 30";Craveri;897.28;100;0
47851;metformina;"ISLOTIN XR 1000";"1000 mg comp.rec.AP x 60";Craveri;1676.75;100;0
31528;metformina;"ISLOTIN 1000";"1000 mg comp.rec.x 100";Craveri;1747.21;100;0
29279;metformina;"ISLOTIN 1000";"1000 mg comp.rec.x 20";Craveri;444.86;100;0
51505;metformina;"ISLOTIN 1000";"1000 mg comp.rec.x 30";Craveri;654.72;100;0
29280;metformina;"ISLOTIN 1000";"1000 mg comp.rec.x 50";Craveri;932.07;100;0
51506;metformina;"ISLOTIN 1000";"1000 mg comp.rec.x 60";Craveri;1119.08;100;0
43425;metformina;"ISLOTIN XR";"500 mg comp.rec.AP x 30";Craveri;430.58;100;0
43426;metformina;"ISLOTIN XR";"500 mg comp.rec.AP x 60";Craveri;818.18;100;0
6355;metformina;ISLOTIN;"500 mg comp.x 100";Craveri;889.53;100;0
7744;metformina;ISLOTIN;"500 mg comp.x 30";Craveri;282.16;100;0
47793;metformina;"ISLOTIN XR 750";"750 mg comp.rec.AP x 30";Craveri;674.09;100;0
47794;metformina;"ISLOTIN XR 750";"750 mg comp.rec.AP x 60";Craveri;1259.26;100;0
31188;metformina;"ISLOTIN RETARD";"850 mg comp.rec.AP x 100";Craveri;1492.05;100;0
15403;metformina;"ISLOTIN RETARD";"850 mg comp.rec.AP x 30";Craveri;468.33;100;0
15404;metformina;"ISLOTIN RETARD";"850 mg comp.rec.AP x 60";Craveri;925;100;0
23091;metoclopramida+pancreatina+asoc.;DIGESPLEN;"grag.x 30";Craveri;531.33;50;265.67
38666;metronidazol;METROLOCAL;"0.8% gel x 30 g";Craveri;834.75;50;417.38
12196;norfloxacina;"NORFLOXACINA CRAVERI";"comp.x 10";Craveri;412.8;60;165.12
12197;norfloxacina;"NORFLOXACINA CRAVERI";"comp.x 20";Craveri;796.55;60;318.62
18794;oxibutinina;UREQUIN;"comp.x 20";Craveri;497.02;50;248.51
18795;oxibutinina;UREQUIN;"comp.x 50";Craveri;1154.66;50;577.33
50162;pantoprazol;PANTOSEPTO;"40 mg comp.gastr.x14";Craveri;234.1;50;117.05
50163;pantoprazol;PANTOSEPTO;"40 mg comp.gastr.x28";Craveri;946.02;50;473.01
54492;pantoprazol;PANTOSEPTO;"40 mg comp.gastr.x30";Craveri;599.41;50;299.71
48804;pentoxifilina;PENTOMIRON;"comp.rec.x 60";Craveri;1785.96;50;892.98
45314;pregabalina;CLASICA;"150 mg caps.x 28";Craveri;2389.42;50;1194.71
48805;pregabalina;CLASICA;"25 mg caps.x 28";Craveri;531.47;50;265.74
45313;pregabalina;CLASICA;"75 mg caps.x 28";Craveri;1554.73;50;777.37
41761;repaglinida;CRAVENORM;"1 mg comp.x 30";Craveri;546.19;50;273.1
45185;rosuvastatina;"LIPOGLUTAREN 10";"10 mg comp.rec.x 30";Craveri;1237.47;50;618.74
45186;rosuvastatina;"LIPOGLUTAREN 20";"20 mg comp.rec.x 30";Craveri;2300.45;50;1150.23
45184;rosuvastatina;"LIPOGLUTAREN 5";"5 mg comp.rec.x 30";Craveri;968.7;50;484.35
52237;rosuvastatina+ezetimibe;"LIPOGLUTAREN DUO";"10/10 mg comp.rec.x30+30";Craveri;1232.21;50;616.11
52238;rosuvastatina+ezetimibe;"LIPOGLUTAREN DUO";"20/10 mg comp.rec.x30+30";Craveri;2154.73;50;1077.37
44022;ruscogenina+hesperidina+asoc.;NOLEN;"cáps.x 30";Craveri;1097.09;50;548.55
44023;ruscogenina+hesperidina+asoc.;NOLEN;"cáps.x 60";Craveri;1899.76;50;949.88
37805;sildenafil;FIRMEL;"50 mg comp.mast.x 2";Craveri;208.68;50;104.34
22471;sildenafil;FIRMEL;"50 mg comp.x 10";Craveri;823.24;50;411.62
22469;sildenafil;FIRMEL;"50 mg comp.x 2";Craveri;199.53;50;99.77
33192;sildenafil;FIRMEL;"50 mg comp.x 20";Craveri;1680.69;50;840.35
41772;sumatriptán;MIGRATRIPTAN;"100 mg comp.x 2";Craveri;882.84;50;441.42
41773;sumatriptán;MIGRATRIPTAN;"100 mg comp.x 4";Craveri;1685.37;50;842.69
55537;telmisartán;TELPRES;"40 mg comp.x 28";Craveri;1593.22;60;637.29
55541;telmisartán;TELPRES;"80 mg comp.x 28";Craveri;2228.88;60;891.55
47163;tibolona;KLIMASTRESS;"2.5 mg comp.x 30";Craveri;926.72;50;463.36
20758;tióctico.ác.;"CIAGEN 600";"600 mg comp.rec.x 30";Craveri;2251.19;50;1125.6
51045;tióctico.ác.;"CIAGEN 600";"600 mg comp.rec.x 60";Craveri;3844.69;50;1922.35
23480;trolamina;BIAFINE;"emuls.x 93 g";Craveri;923.71;50;461.86
56095;trolamina;CRAFINE;"pomo x 93 g";Craveri;741.01;50;370.51
2128;troxerrutina+escina;"TROXEVEN FORTE";"500 mg comp.x 20";Craveri;631.26;50;315.63
2129;troxerrutina+escina;"TROXEVEN FORTE";"500 mg comp.x 40";Craveri;1087.39;50;543.7
53127;vit.d3;"TRIP D3";"cáps.dura x 1";Craveri;700.13;50;350.07
53128;vit.d3;"TRIP D3";"cáps.duras x 3";Craveri;1617.76;50;808.88
30518;antipirina+sodio.carbonato+asoc.;SINCERUM;"gts.x 5 ml";Dallas;269.49;50;134.75
33248;budesonide;"PROETZONIDE NEBU";"fco.x 20 ml";Dallas;654.07;60;261.63
28354;cetirizina;CABAL;"comp.x 10";Dallas;327.34;50;163.67
32340;cetirizina;CABAL;"comp.x 30";Dallas;839.45;50;419.73
28355;cetirizina;CABAL;"gts.x 10 ml";Dallas;308.69;50;154.35
39724;dexametasona+neomicina+asoc.;PROETZTOTAL;"sol.p/nebulizar x 10 ml";Dallas;439.88;50;219.94
39725;dexametasona+neomicina+asoc.;PROETZTOTAL;"sol.p/nebulizar x 20 ml";Dallas;648.64;50;324.32
2464;loperamida;VILTAR;"comp.x 10";Dallas;222.93;50;111.47
33249;loperamida;VILTAR;"comp.x 20";Dallas;312.22;50;156.11
54508;acetilcisteína;"DENVERMUC 600";"600 mg sob.x 10";"Denver Farma";469.35;50;234.68
31647;alprazolam;"ALPRAZOLAM DENVER FARMA";"0.5 mg comp.x 30";"Denver Farma";163.41;50;81.71
40220;alprazolam;"ALPRAZOLAM DENVER FARMA";"0.5 mg comp.x 60";"Denver Farma";296.41;50;148.21
31648;alprazolam;"ALPRAZOLAM DENVER FARMA";"1 mg comp.x 30";"Denver Farma";244.53;50;122.27
40221;alprazolam;"ALPRAZOLAM DENVER FARMA";"1 mg comp.x 60";"Denver Farma";473.31;50;236.66
33849;alprazolam;"ALPRAZOLAM DENVER FARMA";"2 mg comp.x 30";"Denver Farma";382.26;50;191.13
40222;alprazolam;"ALPRAZOLAM DENVER FARMA";"2 mg comp.x 60";"Denver Farma";743.36;50;371.68
41319;amlodipina;"AMLODIPINA DENVER FARMA";"10 mg comp.x 30";"Denver Farma";949.73;60;379.89
39183;atorvastatín;LIPOSTOP;"10 mg comp.x 30";"Denver Farma";1144.97;80;228.99
39184;atorvastatín;LIPOSTOP;"20 mg comp.x 30";"Denver Farma";1799.39;80;359.88
48292;betametasona;DENVERCORT;"0.1% cr.x 15 g";"Denver Farma";193.49;50;96.75
27522;betametasona+gentamic.+miconazol;"DENVERCREM DENVER FARMA";"cr.x 20 g";"Denver Farma";406.4;50;203.2
50659;budesonide;"BUDESONIDA DF BRONQUIAL CON AEROCAMARA DF280";"aer.+aerocamara x 200 ds";"Denver Farma";367.24;80;73.45
40086;budesonide;"BUDESONIDA DF BRONQUIAL";"aerosol x 200 dosis";"Denver Farma";839.5;80;167.9
40610;budesonide;"BUDESONIDA DF NEBU";"env.x 20 ml";"Denver Farma";681.73;80;136.35
16493;carbamazepina;"CARBAMAZEPINA DENVER FARMA";"200 mg comp.x 30";"Denver Farma";520.81;80;104.16
43831;carbamazepina;"CARBAMAZEPINA DENVER FARMA";"200 mg comp.x 60";"Denver Farma";994.41;80;198.88
41250;"carbomer 974 p";ALIVIALUX;"gel oft.x 10 g";"Denver Farma";549.76;50;274.88
51436;"carboximetilcelulosa sódica";ALIVIAMAX;"0.5% sol.oft.x 10 ml";"Denver Farma";338.17;50;169.09
51437;"carboximetilcelulosa sódica";ALIVIAMAX;"1% sol.oft.x 10 ml";"Denver Farma";387.33;50;193.67
43081;carvedilol;CARDIONORM;"12.5 mg comp.x 28";"Denver Farma";437.97;60;175.19
43082;carvedilol;CARDIONORM;"25 mg comp.x 28";"Denver Farma";514.14;60;205.66
43080;carvedilol;CARDIONORM;"6.25 mg comp.x 28";"Denver Farma";366.22;60;146.49
51749;cilostazol;DENCILOX;"100 mg comp.x 30";"Denver Farma";1107.73;60;443.09
27809;ciprofloxacina;"CIPROFLOXACINA DENVER FARMA";"500 mg comp.rec.x 10";"Denver Farma";677.02;60;270.81
33998;ciprofloxacina;"CIPROFLOXACINA DENVER FARMA";"sol.oft.x 5 ml";"Denver Farma";419.21;60;167.68
37835;ciprofloxacina+dexametasona;TACINES;"susp.oft.x 5 ml";"Denver Farma";437.77;50;218.89
50940;ciprofloxacina+hidrocortisona;OTOBIOTIC;"susp.ótica x 5 ml";"Denver Farma";147.83;50;73.92
44472;clonazepam;"CLONAZEPAM DENVER FARMA";"0.5 mg comp.x 30";"Denver Farma";325.13;50;162.57
44473;clonazepam;"CLONAZEPAM DENVER FARMA";"0.5 mg comp.x 60";"Denver Farma";478.77;50;239.39
44474;clonazepam;"CLONAZEPAM DENVER FARMA";"2 mg comp.x 30";"Denver Farma";337.62;80;67.52
44475;clonazepam;"CLONAZEPAM DENVER FARMA";"2 mg comp.x 60";"Denver Farma";491.11;80;98.22
47203;condroitín.sulfato+glucosamina;GLUCODUO;"1500/1200 mg sob.x 30";"Denver Farma";1841.97;50;920.99
32111;"diclofenac sódico";"DICLOFENAC DENVER FARMA";"75 mg comp.x 15";"Denver Farma";378.9;50;189.45
32112;"diclofenac sódico";"DICLOFENAC DENVER FARMA";"75 mg comp.x 30";"Denver Farma";604.03;50;302.02
30217;"diclofenac sódico";"DICLOFENAC DENVER FARMA";"75 mg/3 ml a.x 6";"Denver Farma";355.29;50;177.65
33768;diclofenac+paracetamol;PANCLOGESIC;"50/300 mg comp.rec.x 10";"Denver Farma";257.85;50;128.93
33769;diclofenac+paracetamol;PANCLOGESIC;"50/300 mg comp.rec.x 30";"Denver Farma";720.81;50;360.41
35354;diclofenac+pridinol;PANCLOFLEX;"comp.rec.x 10";"Denver Farma";286.59;50;143.3
35355;diclofenac+pridinol;PANCLOFLEX;"comp.rec.x 20";"Denver Farma";544.62;50;272.31
40720;diclofenac+vit.b12+betametasona;"PANCLO B12";"comp.rec.x 20";"Denver Farma";762.67;50;381.34
41574;diclofenac+vit.b12+betametasona;"PANCLO B12";"iny.a.x 3 x 3 ml";"Denver Farma";593.95;50;296.98
41575;diclofenac+vit.b12+betametasona;"PANCLO B12";"iny.a.x 6 x 3 ml";"Denver Farma";1068.73;50;534.37
30218;difenhidramina;"DIFENHIDRAMINA DENVER FARMA";"50 mg comp.x 20";"Denver Farma";280.67;50;140.34
20854;difenhidramina;"DIFENHIDRAMINA DENVER FARMA";"jbe.x 120 ml";"Denver Farma";336.71;50;168.36
50157;"diosmina+hesperidina micronizada";ALIVIAFLEB;"500 mg comp.x 30";"Denver Farma";813.14;50;406.57
50158;"diosmina+hesperidina micronizada";ALIVIAFLEB;"500 mg comp.x 60";"Denver Farma";1477.21;50;738.61
39900;dorzolamida+timolol;ALIVIAPRES;"sol.oft.x 5 ml";"Denver Farma";1081.67;60;432.67
52563;esomeprazol;"ESOMEPRAZOL DENVER FARMA";"20 mg cáps.x 28";"Denver Farma";1147.85;50;573.93
52564;esomeprazol;"ESOMEPRAZOL DENVER FARMA";"40 mg cáps.x 28";"Denver Farma";1647.39;50;823.7
29881;espironolactona;"ESPIRONOLACTONA DENVER FARMA";"100 mg comp.x 30";"Denver Farma";663.8;50;331.9
36476;espironolactona;"ESPIRONOLACTONA DENVER FARMA";"25 mg comp.x 30";"Denver Farma";492.03;50;246.02
31702;fenilefrina+tropicamida;"TROPIOFTAL F";"sol.oft.x 5 ml";"Denver Farma";350.93;50;175.47
50859;fenitoína;"FENITOINA DENVER FARMA";"100 mg caps.x 30";"Denver Farma";667.96;80;133.59
30221;fenitoína;"FENITOINA DENVER FARMA";"100 mg caps.x 50";"Denver Farma";1059.16;80;211.83
49283;fluticasona+salmeterol;ASMABRON;"125/25 mcg aer.x 120 ds";"Denver Farma";1260.39;60;504.16
49284;fluticasona+salmeterol;ASMABRON;"250/25 mcg aer.x 120 ds";"Denver Farma";1312.92;60;525.17
54211;furosemida;"FUROSEMIDA DENVER FARMA";"40 mg comp.x 50";"Denver Farma";606.3;80;121.26
